AnoParalisacao,DataParalisacao,TipoEnte,Ente,Nome,FuncaoGoverno,NumeroContrato,CNPJContratada,NomeContratada,TipoUnidade,ValorTotalContrato,ValorPagoObra,TempoParalizacao,MotivoParalisacao,DataInicioObra,StatusContrato,ClassificacaoObra,FontePrincipalRecursos,TipoParalisacao,DataUltimaAtualizacao,fonte
2021,2021-02-01T00:00:00.000,Municipal,QUEIMADOS,PREFEITURA QUEIMADOS,ADMINISTRAÇÃO,04/2019,08693964000174,DRA Network do Brasil Serviços LTDA,PREFEITURA,7562478.03,5041379.91,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2010-03-01T00:00:00.000,VIGENTE,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2021,2021-11-01T00:00:00.000,Municipal,QUEIMADOS,PREFEITURA QUEIMADOS,URBANISMO,181/19,25403761000115,JF Silva Construções EIRELI EPP,PREFEITURA,3102332.17,909757.2,ACIMA DE 2 ANOS,"FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS, SOLICITAÇÃO DE REAJUSTE OU REEQUILÍBRIO",2019-11-01T00:00:00.000,VIGENTE,"INFRAESTRUTURA URBANA – URBANIZAÇÃO, SANEAMENTO",PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2021,2021-02-01T00:00:00.000,Municipal,ITATIAIA,FUNDO MUNICIPAL DE SAÚDE DE ITATIAIA,SAÚDE,1316/2019,09052198000121,MARPRADO CONSTRUÇÃO CIVIL LTDA EPP,FUNDO,750000.0,49047.45,ACIMA DE 2 ANOS,SOLICITAÇÃO DE REAJUSTE OU REEQUILÍBRIO,2019-12-01T00:00:00.000,PRAZO EXPIRADO,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2021,2021-10-01T00:00:00.000,Municipal,PARATY,PREFEITURA PARATY,URBANISMO,085/2019,31643851000267,Valle Sul Construtora e Mineradora Ltda.,PREFEITURA,9434030.16,6077216.53,ACIMA DE 2 ANOS,"PENDÊNCIAS COM CONCESSIONÁRIAS DE ENERGIA, ÁGUA E ESGOTO, GÁS, TELEFONE OU SIMILARES",2019-07-01T00:00:00.000,VIGENTE,INFRAESTRUTURA URBANA – URBANIZAÇÃO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2021,2021-09-01T00:00:00.000,Municipal,CASIMIRO DE ABREU,PREFEITURA CASIMIRO DE ABREU,HABITAÇÃO,051/2020,09137812000158,HCS SERVIÇOS E MANUTENÇÕES EIRELI,PREFEITURA,448199.57,130191.4,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2021-03-01T00:00:00.000,PRAZO EXPIRADO,"HABITAÇÃO, SANEAMENTO",CONVÊNIO FEDERAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2021,2021-07-01T00:00:00.000,Municipal,JAPERI,PREFEITURA JAPERI,URBANISMO,008/2020,21347214000109,DJ SERVICE COMÉRCIO E SERVIÇOS EIRELI,PREFEITURA,1240335.77,808530.25,ACIMA DE 2 ANOS,FATORES VINCULADOS AO MEIO AMBIENTE,2017-10-01T00:00:00.000,VIGENTE,MOBILIDADE URBANA – VIAS URBANAS,PRÓPRIO DO ENTE,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2021,2021-02-01T00:00:00.000,Municipal,ARMACAO DOS BUZIOS,FUNDO MUN SAÚDE ARMAÇÃO DOS BÚZIOS,SAÚDE,019/2019,10309479000104,EXEPLAN SERVIÇOS E OBRAS EIRELI,FUNDO,676656.96,503006.49,ACIMA DE 2 ANOS,"DESCUMPRIMENTO DE ESPECIFICAÇÕES TÉCNICAS E PRAZOS, FATORES VINCULADOS À CONTRATADA",2019-04-01T00:00:00.000,PRAZO EXPIRADO,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",CONVÊNIO FEDERAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2021,2021-11-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,URBANISMO,63/SMO/21,40179834000120,CONSTRUTORA AYLA EIRELI,PREFEITURA,1696890.68,1186906.31,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2021-09-01T00:00:00.000,VIGENTE,INFRAESTRUTURA URBANA – URBANIZAÇÃO,PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2021,2021-01-01T00:00:00.000,Municipal,NITEROI,PREFEITURA NITEROI,URBANISMO,089/2020,35808088000904,PCE PROJETOS E CONSULTORIAS DE ENGENHARIA LTDA,PREFEITURA,320991.03,224693.72,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2020-11-01T00:00:00.000,VIGENTE,INFRAESTRUTURA URBANA – URBANIZAÇÃO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2021,2021-01-01T00:00:00.000,Municipal,NITEROI,PREFEITURA NITEROI,URBANISMO,088/2020,30565338000151,CONSTRUTORA L. VENTURA EIRELI,PREFEITURA,295505.78,260706.44,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2020-11-01T00:00:00.000,PRAZO EXPIRADO,INFRAESTRUTURA URBANA – URBANIZAÇÃO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2021,2021-02-01T00:00:00.000,Municipal,NITEROI,PREFEITURA NITEROI,URBANISMO,102/2020,11904553000195,LGCONE CONSTRUÇÕES E EMPREENDIMENTOS EIRELI,PREFEITURA,978060.36,449888.28,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2020-11-01T00:00:00.000,PRAZO EXPIRADO,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-06-01T00:00:00.000,Municipal,NITEROI,PREFEITURA NITEROI,URBANISMO,012/2022,29979853000107,SERPEN SERV. PROJETOS DE ENGENHARIA LTDA,PREFEITURA,291121.64,202903.03,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2022-04-01T00:00:00.000,VIGENTE,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-08-01T00:00:00.000,Municipal,NITEROI,PREFEITURA NITEROI,URBANISMO,015/2022,02302573000103,FTJ ENGENHARIA LTDA,PREFEITURA,1020152.72,774454.27,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2022-05-01T00:00:00.000,PRAZO EXPIRADO,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-05-01T00:00:00.000,Municipal,MACAE,PREFEITURA MACAE,DESPORTO E LAZER,010/2022,22683893000150,Value Empreendimentos e Serviços Eireli,PREFEITURA,698054.17,65163.76,ACIMA DE 2 ANOS,OUTRO,2022-02-01T00:00:00.000,VIGENTE,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-07-01T00:00:00.000,Municipal,NITEROI,PREFEITURA NITEROI,URBANISMO,01/2022,01064043000101,SANERIO CONSTRUÇÕES LTDA,PREFEITURA,9649017.95,774790.54,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2022-01-01T00:00:00.000,VIGENTE,INFRAESTRUTURA URBANA – URBANIZAÇÃO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-05-01T00:00:00.000,Municipal,NOVA FRIBURGO,PREFEITURA NOVA FRIBURGO,EDUCAÇÃO,024/2022,07569949000156,ITAÚBA CONSTRUTORA LTDA-ME,PREFEITURA,1329297.64,108605.83,ACIMA DE 2 ANOS,"FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS, PROJETO BÁSICO/EXECUTIVO DEFICIENTE",2022-03-01T00:00:00.000,VIGENTE,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-01-01T00:00:00.000,Municipal,TANGUA,PREFEITURA TANGUA,SANEAMENTO,0159/2020,29416658000160,KF Engenharia Ltda,PREFEITURA,1214049.53,401996.61,ACIMA DE 2 ANOS,PENDÊNCIAS COM CAIXA ECONÔMICA OU SIMILARES,2020-08-01T00:00:00.000,VIGENTE,INFRAESTRUTURA URBANA – URBANIZAÇÃO,CONVÊNIO FEDERAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-02-01T00:00:00.000,Municipal,RIO DAS OSTRAS,PREFEITURA RIO DAS OSTRAS,EDUCAÇÃO,105/2019,09137812000158,HCS SERVIÇOS  E MANUTENÇÕES LTDA -ME,PREFEITURA,2232950.6,1102564.86,ACIMA DE 2 ANOS,"FATORES VINCULADOS À CONTRATADA, SOLICITAÇÃO DE RESCISÃO CONTRATUAL",2019-07-01T00:00:00.000,PRAZO EXPIRADO,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-09-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,EDUCAÇÃO,14/SMO/22,23002650000171,CCS Serviços de Construção LTDA,PREFEITURA,1659126.32,698173.01,ACIMA DE 2 ANOS,SOLICITAÇÃO DE REAJUSTE OU REEQUILÍBRIO,2022-03-01T00:00:00.000,VIGENTE,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-04-01T00:00:00.000,Municipal,PETROPOLIS,FUNDO MUN EDUCAÇÃO PETRÓPOLIS,EDUCAÇÃO,09/21,32542296000169,Passos Soluções em Engenharia Ltda.,FUNDO,1415589.36,106307.57,ACIMA DE 2 ANOS,SOLICITAÇÃO DE REAJUSTE OU REEQUILÍBRIO,2022-01-01T00:00:00.000,PRAZO EXPIRADO,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-08-01T00:00:00.000,Municipal,QUISSAMA,FUNDO MUN SAÚDE QUISSAMÃ,SAÚDE,183/2021,10970850000176,Ademack Empreendimentos Comerciais e Serviços Eireli,FUNDO,322655.85,0.01,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2021-11-01T00:00:00.000,VIGENTE,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-09-01T00:00:00.000,Municipal,QUISSAMA,FUNDO MUN SAÚDE QUISSAMÃ,SAÚDE,122/2022,10970850000176,Ademack Empreendimentos Comerciais e Serviços Eireli,FUNDO,169896.18,0.01,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2020-08-01T00:00:00.000,VIGENTE,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",CONVÊNIO FEDERAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-09-01T00:00:00.000,Municipal,CASIMIRO DE ABREU,PREFEITURA CASIMIRO DE ABREU,URBANISMO,106-2022,10801139000198,Confia Comércio e Serviços LTDA ME,PREFEITURA,879336.11,23101.51,ACIMA DE 2 ANOS,FATORES VINCULADOS AO MEIO AMBIENTE,2022-08-01T00:00:00.000,VIGENTE,RECURSOS HÍDRICOS – CANAIS,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-01-01T00:00:00.000,Municipal,QUISSAMA,PREFEITURA QUISSAMA,URBANISMO,185/2021,09423365000101,WTS Comércio e Serviços Eireli,PREFEITURA,200872.27,8448.41,ACIMA DE 2 ANOS,QUESTÕES TÉCNICAS QUE VIERAM A SER CONHECIDAS SOMENTE APÓS A LICITAÇÃO,2021-11-01T00:00:00.000,VIGENTE,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,PRÓPRIO DO ENTE,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-04-01T00:00:00.000,Municipal,QUISSAMA,PREFEITURA QUISSAMA,URBANISMO,168/2020,29525908000109,HGH Empreendimentos Eireli,PREFEITURA,418921.69,74275.63,ACIMA DE 2 ANOS,CASO FORTUITO OU FORÇA MAIOR,2021-01-01T00:00:00.000,VIGENTE,INFRAESTRUTURA URBANA – URBANIZAÇÃO,CONVÊNIO FEDERAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-02-01T00:00:00.000,Municipal,PETROPOLIS,PREFEITURA PETROPOLIS,CIÊNCIA E TECNOLOGIA,44/2020,26994285000117,TOPOCART TOPOGRAFIA ENGENHARIA,PREFEITURA,986728.2,197345.6,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2020-08-01T00:00:00.000,VIGENTE,CIÊNCIA E TECNOLOGIA,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-04-01T00:00:00.000,Municipal,RESENDE,INSTITUTO EDUCACAO MUN RESENDE,EDUCAÇÃO,190/2021,07981224000170,APS SERVIÇOS DE ELETRICIDADE LTDA,AUTARQUIA,248867.88,104699.53,ACIMA DE 2 ANOS,OUTRO,2021-11-01T00:00:00.000,PRAZO EXPIRADO,ENERGIA – TRANSMISSÃO (SUBESTAÇÕES E LINHAS DE TRANSMISSÃO),PRÓPRIO DO ENTE,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-06-01T00:00:00.000,Municipal,QUEIMADOS,PREFEITURA QUEIMADOS,URBANISMO,01/2015,03290982000191,Casaplan Empreendimentos Imobiliários LTDA,PREFEITURA,6894944.91,6256640.62,ACIMA DE 2 ANOS,"DESCUMPRIMENTO DE ESPECIFICAÇÕES TÉCNICAS E PRAZOS, FATORES VINCULADOS À CONTRATADA",2015-05-01T00:00:00.000,PRAZO EXPIRADO,HABITAÇÃO,PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-08-01T00:00:00.000,Municipal,NOVA FRIBURGO,PREFEITURA NOVA FRIBURGO,EDUCAÇÃO,005/2022,12810812000181,ROBERTO DE AGUIAR GROTE CONSTRUÇÕES E EMPREENDIMENTOS ME,PREFEITURA,400297.74,152492.89,ACIMA DE 2 ANOS,"PROJETO BÁSICO/EXECUTIVO DEFICIENTE, OUTRO",2022-03-01T00:00:00.000,VIGENTE,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-05-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,SANEAMENTO,67/SMO/21,13970717000108,"CONSTRUTEC - MANUTENÇÃO, CONSTRUÇÃO E REFORMAS",PREFEITURA,2515948.93,1133094.19,ACIMA DE 2 ANOS,CASO FORTUITO OU FORÇA MAIOR,2021-10-01T00:00:00.000,VIGENTE,SANEAMENTO,PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-07-01T00:00:00.000,Municipal,ANGRA DOS REIS,PREFEITURA ANGRA DOS REIS,EDUCAÇÃO,114/2021,14595252000115,ALIANÇA CONSTRUÇÕES E EMPREENDIMENTOS EIRELI,PREFEITURA,958455.16,20940.91,ACIMA DE 2 ANOS,SOLICITAÇÃO DE RESCISÃO CONTRATUAL,2022-05-01T00:00:00.000,RESCINDIDO,EDUCAÇÃO – QUADRAS EM UNIDADES DE ENSINO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-07-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,ASSISTÊNCIA SOCIAL,52/SMO/22,26111887000189,"RSM MATERIAIS, SERVIÇOS E CONSTRUÇÕES EIRELI",PREFEITURA,125756.55,101694.91,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2022-05-01T00:00:00.000,VIGENTE,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-07-01T00:00:00.000,Municipal,ANGRA DOS REIS,PREFEITURA ANGRA DOS REIS,EDUCAÇÃO,113/2021,14595252000115,ALIANÇA CONSTRUÇÕES E EMPREENDIMENTOS EIRELI,PREFEITURA,292156.65,6189.05,ACIMA DE 2 ANOS,QUESTÕES TÉCNICAS QUE VIERAM A SER CONHECIDAS SOMENTE APÓS A LICITAÇÃO,2022-05-01T00:00:00.000,RESCINDIDO,EDUCAÇÃO – QUADRAS EM UNIDADES DE ENSINO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-05-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,SANEAMENTO,81/SMO/21,27009252000138,GUARÁ COMERCIO E SERVIÇOS DE TERRAPLANAGENS E CONS,PREFEITURA,18798958.82,3749175.5,ACIMA DE 2 ANOS,CASO FORTUITO OU FORÇA MAIOR,2021-11-01T00:00:00.000,VIGENTE,SANEAMENTO,PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-06-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,ASSISTÊNCIA SOCIAL,76/SMO/21,26111887000189,"RSM MATERIAIS, SERVIÇOS E CONSTRUÇÕES EIRELI",PREFEITURA,1081340.07,356588.93,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2021-11-01T00:00:00.000,VIGENTE,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-03-01T00:00:00.000,Municipal,CABO FRIO,PREFEITURA CABO FRIO,URBANISMO,845082/17,11563274000105,FORTE CONSTRUÇÕES E SERVIÇOS LTDA-EPP,PREFEITURA,2978827.49,44691.13,ACIMA DE 2 ANOS,QUESTÕES TÉCNICAS QUE VIERAM A SER CONHECIDAS SOMENTE APÓS A LICITAÇÃO,2020-08-01T00:00:00.000,VIGENTE,INFRAESTRUTURA TURÍSTICA,CONVÊNIO FEDERAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-03-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,SANEAMENTO,87/SMO/21,27009252000138,GUARÁ COMERCIO E SERVIÇOS DE TERRAPLANAGENS E CONS,PREFEITURA,3248167.73,864905.71,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2021-11-01T00:00:00.000,VIGENTE,SANEAMENTO,PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-05-01T00:00:00.000,Municipal,VALENCA,PREFEITURA VALENÇA,URBANISMO,117/2022,33243003000105,L & J Negócios Imobiliários Ltda,PREFEITURA,322115.32,50983.73,ACIMA DE 2 ANOS,SOLICITAÇÃO DE RESCISÃO CONTRATUAL,2022-05-01T00:00:00.000,PRAZO EXPIRADO,INFRAESTRUTURA TURÍSTICA,CONVÊNIO FEDERAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-02-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,URBANISMO,94/SMO/21,02440012000162,CD Empreendimentos e Construções LTDA,PREFEITURA,406574.15,30106.65,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2021-12-01T00:00:00.000,VIGENTE,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-07-01T00:00:00.000,Municipal,MENDES,PREFEITURA MENDES,ASSISTÊNCIA SOCIAL,013/2021,21642670000181,CONSTRUTORA FLUMINENSE SERVIÇOS EIRELI,PREFEITURA,374131.39,182860.1,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2021-04-01T00:00:00.000,PRAZO EXPIRADO,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-06-01T00:00:00.000,Municipal,SEROPEDICA,PREFEITURA SEROPEDICA,URBANISMO,023/2021,01868396000156,Santa Luzia Engenharia e Construções Ltda,PREFEITURA,5883483.97,5114129.09,ACIMA DE 2 ANOS,FATORES VINCULADOS AO MEIO AMBIENTE,2021-06-01T00:00:00.000,VIGENTE,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES), INFRAESTRUTURA URBANA – URBANIZAÇÃO, MOBILIDADE URBANA – VIAS URBANAS, REDE DE DRENAGEM DE ÁGUAS PLUVIAIS",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-05-01T00:00:00.000,Municipal,BELFORD ROXO,FUNDO MUN SAÚDE BELFORD ROXO,SAÚDE,83/SMO/21,00218105000111,Jesban Serviços e Construções LTDA,FUNDO,6176348.08,4953569.77,ACIMA DE 2 ANOS,CASO FORTUITO OU FORÇA MAIOR,2021-10-01T00:00:00.000,VIGENTE,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-05-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,URBANISMO,03/SMO/22,10948807000104,SAGA CONSTRUTORA EIRELI,PREFEITURA,2296568.35,435789.23,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2022-01-01T00:00:00.000,VIGENTE,RECURSOS HÍDRICOS – CANAIS,PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-10-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,EDUCAÇÃO,89/SMO/22,00218105000111,Jesban Serviços e Construções LTDA,PREFEITURA,3403151.38,0.01,ACIMA DE 2 ANOS,CASO FORTUITO OU FORÇA MAIOR,2022-08-01T00:00:00.000,VIGENTE,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-10-01T00:00:00.000,Municipal,BELFORD ROXO,FUNDO MUN SAÚDE BELFORD ROXO,SAÚDE,94/SMO/22,00218105000111,Jesban Serviços e Construções LTDA,FUNDO,2209826.09,0.01,ACIMA DE 2 ANOS,CASO FORTUITO OU FORÇA MAIOR,2022-08-01T00:00:00.000,VIGENTE,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-10-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,DESPORTO E LAZER,63/SMO/22,04110184000101,RBV CONSTRUTORA LTDA - EPP,PREFEITURA,673302.25,378896.6,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2022-07-01T00:00:00.000,VIGENTE,INFRAESTRUTURA URBANA – URBANIZAÇÃO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-11-01T00:00:00.000,Municipal,ANGRA DOS REIS,PREFEITURA ANGRA DOS REIS,URBANISMO,112/2022,31643851000267,valle sul construtora e mineradora ltda,PREFEITURA,6180723.19,2127815.34,ACIMA DE 2 ANOS,QUESTÕES TÉCNICAS QUE VIERAM A SER CONHECIDAS SOMENTE APÓS A LICITAÇÃO,2022-07-01T00:00:00.000,VIGENTE,INFRAESTRUTURA URBANA – URBANIZAÇÃO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-11-01T00:00:00.000,Municipal,ANGRA DOS REIS,PREFEITURA ANGRA DOS REIS,URBANISMO,108/2022,31643851000267,valle sul construtora e mineradora ltda,PREFEITURA,3323257.66,506755.43,ACIMA DE 2 ANOS,FATORES VINCULADOS AO MEIO AMBIENTE,2022-10-01T00:00:00.000,VIGENTE,INFRAESTRUTURA URBANA – URBANIZAÇÃO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
