AnoParalisacao,DataParalisacao,TipoEnte,Ente,Nome,FuncaoGoverno,NumeroContrato,CNPJContratada,NomeContratada,TipoUnidade,ValorTotalContrato,ValorPagoObra,TempoParalizacao,MotivoParalisacao,DataInicioObra,StatusContrato,ClassificacaoObra,FontePrincipalRecursos,TipoParalisacao,DataUltimaAtualizacao,fonte
2015,2015-08-01T00:00:00.000,Municipal,LAJE DO MURIAE,PREFEITURA LAJE DO MURIAE,DESPORTO E LAZER,053/2014,09311412000117,CAFORT DE APERIBÉ CONSTRUTORA E TRANSPORTADORA LTDA-ME,PREFEITURA,211131.28,20037.73,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-07-01T00:00:00.000,VIGENTE,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO ESTADUAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-10-01T00:00:00.000,Municipal,LAJE DO MURIAE,PREFEITURA LAJE DO MURIAE,DESPORTO E LAZER,054/2014,08468000000122,Souza e Peres Comércio e Representações Ltda-EPP,PREFEITURA,162005.44,16160.03,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-07-01T00:00:00.000,VIGENTE,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO ESTADUAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-08-01T00:00:00.000,Municipal,LAJE DO MURIAE,PREFEITURA LAJE DO MURIAE,URBANISMO,048/2014,08468000000122,Souza e Peres Comércio e Representações Ltda-EPP,PREFEITURA,17604.59,34920.92,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-07-01T00:00:00.000,VIGENTE,INFRAESTRUTURA URBANA – URBANIZAÇÃO,CONVÊNIO ESTADUAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-08-01T00:00:00.000,Municipal,CABO FRIO,PREFEITURA CABO FRIO,SANEAMENTO,53/2014,30183941000179,CONSTRUTORA ZADAR LTDA,PREFEITURA,77946428.05,20664946.29,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2014-07-01T00:00:00.000,PRAZO EXPIRADO,"INFRAESTRUTURA URBANA – URBANIZAÇÃO, REDE DE DRENAGEM DE ÁGUAS PLUVIAIS",CONVÊNIO ESTADUAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-10-01T00:00:00.000,Municipal,LAJE DO MURIAE,PREFEITURA LAJE DO MURIAE,DESPORTO E LAZER,044/2014,09311412000117,CAFORT DE APERIBÉ CONSTRUTORA E TRANSPORTADORA LTDA-ME,PREFEITURA,140323.08,13088.37,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-07-01T00:00:00.000,VIGENTE,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO ESTADUAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-01-01T00:00:00.000,Municipal,CARAPEBUS,PREFEITURA CARAPEBUS,URBANISMO,000,18834012000187,Prado Construtora e Empreendimentos LTDA-EPP,PREFEITURA,1404717.59,140471.73,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - SUSPENSÃO,2014-07-01T00:00:00.000,RESCINDIDO,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO ESTADUAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-09-01T00:00:00.000,Municipal,CARDOSO MOREIRA,PREFEITURA CARDOSO MOREIRA,SANEAMENTO,112B/2014,00920796000109,ART PONTO CONSTRUÇÃO CIVIL LTDA EPP,PREFEITURA,805289.92,242722.71,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-06-01T00:00:00.000,PRAZO EXPIRADO,"REDE DE DRENAGEM DE ÁGUAS PLUVIAIS, SANEAMENTO",CONVÊNIO ESTADUAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-03-01T00:00:00.000,Municipal,SILVA JARDIM,PREFEITURA SILVA JARDIM,TRANSPORTE,23-A/14,10530789000146,CONSTRUTORA LMS LTDA,PREFEITURA,17293988.11,1729055.14,ACIMA DE 2 ANOS,"REPASSE DE CONVÊNIOS - ATRASO, REPASSE DE CONVÊNIOS - SUSPENSÃO",2014-07-01T00:00:00.000,PRAZO EXPIRADO,INFRAESTRUTURA URBANA – URBANIZAÇÃO,CONVÊNIO ESTADUAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-07-01T00:00:00.000,Municipal,ITAGUAI,PREFEITURA ITAGUAI,EDUCAÇÃO,054/2012,07792269000105,Construtora Lytorânea S.A.,PREFEITURA,11876458.65,11243200.35,ACIMA DE 2 ANOS,"DESCUMPRIMENTO DE ESPECIFICAÇÕES TÉCNICAS E PRAZOS, OUTRO, FATORES VINCULADOS À CONTRATADA",2012-06-01T00:00:00.000,PRAZO EXPIRADO,"EDUCAÇÃO – QUADRAS EM UNIDADES DE ENSINO, EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-01-01T00:00:00.000,Municipal,ITAGUAI,PREFEITURA ITAGUAI,ASSISTÊNCIA SOCIAL,10/2012,07792269000105,Construtora Lytorânea,PREFEITURA,3883393.47,2897107.48,ACIMA DE 2 ANOS,DESCUMPRIMENTO DE ESPECIFICAÇÕES TÉCNICAS E PRAZOS,2012-09-01T00:00:00.000,PRAZO EXPIRADO,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-01-01T00:00:00.000,Municipal,CAMPOS DOS GOYTACAZES,PREFEITURA CAMPOS DOS GOYTACAZES,URBANISMO,216/2013,05293658000152,Lapa Construtora Eireli - EPP (nova denominação de Edafo Construções Ltda.),PREFEITURA,2015028.87,649714.76,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2013-07-01T00:00:00.000,VIGENTE,"MOBILIDADE URBANA – PONTES, VIADUTOS E SIMILARES",PRÓPRIO DO ENTE,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-09-01T00:00:00.000,Municipal,RIO BONITO,FUNDO MUN SAUDE RIO BONITO,SAÚDE,042/2015,12444489000170,"Mega Empreendimentos, Construções e Locações Ltda.",FUNDO,502736.38,80542.73,ACIMA DE 2 ANOS,"REPASSE DE CONVÊNIOS - ATRASO, IRREGULARIDADES NOS PREÇOS E SERVIÇOS CONTRATADOS",2015-07-01T00:00:00.000,PRAZO EXPIRADO,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",CONVÊNIO FEDERAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-02-01T00:00:00.000,Municipal,DUAS BARRAS,PREFEITURA DUAS BARRAS,URBANISMO,59/2011,05337935000181,LUNA TRURE CONSTRUCOES LTDA,PREFEITURA,244773.18,174753.44,ACIMA DE 2 ANOS,OUTRO,2011-06-01T00:00:00.000,PRAZO EXPIRADO,MOBILIDADE URBANA – VIAS URBANAS,CONVÊNIO FEDERAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-10-01T00:00:00.000,Municipal,VASSOURAS,PREFEITURA VASSOURAS,DESPORTO E LAZER,0100834559,11382152000112,Construtora ESA RIO LTDA ME,PREFEITURA,1200000.0,3342.8,ACIMA DE 2 ANOS,DESCUMPRIMENTO DE ESPECIFICAÇÕES TÉCNICAS E PRAZOS,2015-08-01T00:00:00.000,VIGENTE,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO FEDERAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-08-01T00:00:00.000,Municipal,NITEROI,EMPRESA INFRA E OBRAS DE NITEROI - ION,ENERGIA,014/2015,30035117000171,MONTACON ENGENHARIA LTDA,EMPRESA PÚBLICA,332034.91,196513.54,ACIMA DE 2 ANOS,OUTRO,2015-05-01T00:00:00.000,VIGENTE,ILUMINAÇÃO PUBLICA,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-02-01T00:00:00.000,Municipal,CABO FRIO,PREFEITURA CABO FRIO,URBANISMO,104/2014,10937312000180,OCEANIA CONSTRUÇÕES LTDA,PREFEITURA,1719416.32,396227.45,ACIMA DE 2 ANOS,OUTRO,2014-10-01T00:00:00.000,PRAZO EXPIRADO,INFRAESTRUTURA URBANA – URBANIZAÇÃO,PRÓPRIO DO ENTE,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-04-01T00:00:00.000,Municipal,CABO FRIO,PREFEITURA CABO FRIO,HABITAÇÃO,099/2014,17210644000107,ECOMIX GESTÃO E PLANEJAMENTO LTDA,PREFEITURA,11417191.63,1568215.35,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2014-08-01T00:00:00.000,PRAZO EXPIRADO,"HABITAÇÃO, INFRAESTRUTURA URBANA – URBANIZAÇÃO, MOBILIDADE URBANA – VIAS URBANAS",PRÓPRIO DO ENTE,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-03-01T00:00:00.000,Municipal,CABO FRIO,PREFEITURA CABO FRIO,EDUCAÇÃO,203523,06329545000122,ERCON CONSTRUTORA E SERVIÇOS LTDA - ME,PREFEITURA,182356.54,92699.67,ACIMA DE 2 ANOS,QUESTÕES TÉCNICAS QUE VIERAM A SER CONHECIDAS SOMENTE APÓS A LICITAÇÃO,2014-07-01T00:00:00.000,PRAZO EXPIRADO,EDUCAÇÃO – QUADRAS EM UNIDADES DE ENSINO,CONVÊNIO FEDERAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-09-01T00:00:00.000,Municipal,BARRA MANSA,SERVIÇO AUT AGUA E ESGOTO BARRA MANSA,SANEAMENTO,75/2010,65280737000150,CONSTRUTORA SANENCO LTDA,AUTARQUIA,5557171.78,2174454.53,ACIMA DE 2 ANOS,"FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS, PROJETO BÁSICO/EXECUTIVO DEFICIENTE, QUESTÕES TÉCNICAS QUE VIERAM A SER CONHECIDAS SOMENTE APÓS A LICITAÇÃO",2011-03-01T00:00:00.000,PRAZO EXPIRADO,"ESGOTAMENTO SANITÁRIO – REDE COLETORA, ESTAÇÕES DE TRATAMENTO E SIMILARES",CONVÊNIO FEDERAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-04-01T00:00:00.000,Municipal,CABO FRIO,PREFEITURA CABO FRIO,EDUCAÇÃO,00386,13479572000147,CONSTRUTEC ENGENHARIA E COMÉRCIO LTDA - ME,PREFEITURA,1329883.55,305227.26,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2013-11-30T00:00:00.000,PRAZO EXPIRADO,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",CONVÊNIO FEDERAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-04-01T00:00:00.000,Municipal,CABO FRIO,PREFEITURA CABO FRIO,EDUCAÇÃO,01039,06329545000122,ERCON CONSTRUTORA E SERVIÇOS LTDA - ME,PREFEITURA,1327092.79,436727.43,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2013-11-30T00:00:00.000,PRAZO EXPIRADO,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",CONVÊNIO FEDERAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-04-01T00:00:00.000,Municipal,CABO FRIO,PREFEITURA CABO FRIO,EDUCAÇÃO,PAC01039,13479572000147,CONSTRUTEC ENGENHARIA E COMÉRCIO LTDA - ME,PREFEITURA,615051.7,196948.94,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2013-11-30T00:00:00.000,PRAZO EXPIRADO,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",CONVÊNIO FEDERAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-04-01T00:00:00.000,Municipal,CABO FRIO,PREFEITURA CABO FRIO,DESPORTO E LAZER,363469-20,06329545000122,ERCON CONSTRUTORA E SERVIÇOS LTDA ME,PREFEITURA,2058527.52,662765.52,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2014-01-31T00:00:00.000,PRAZO EXPIRADO,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO FEDERAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-08-01T00:00:00.000,Municipal,CABO FRIO,PREFEITURA CABO FRIO,URBANISMO,073/2014,30183941000179,CONSTRUTORA ZADAR LTDA,PREFEITURA,78997035.11,19652005.5,ACIMA DE 2 ANOS,CONTINGENCIAMENTO DE RECURSOS PRÓPRIOS,2014-07-01T00:00:00.000,PRAZO EXPIRADO,REDE DE DRENAGEM DE ÁGUAS PLUVIAIS,CONVÊNIO ESTADUAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-12-31T00:00:00.000,Municipal,MACAE,FUNDO MUN SAÚDE MACAÉ,SAÚDE,025/2015,08380128000130,OBRADECK CONSTRUÇÕES LTDA ME,FUNDO,1210962.66,626435.57,ACIMA DE 2 ANOS,CONTINGENCIAMENTO DE RECURSOS PRÓPRIOS,2015-10-31T00:00:00.000,PRAZO EXPIRADO,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",CONVÊNIO FEDERAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-11-01T00:00:00.000,Municipal,PORCIUNCULA,PREFEITURA PORCIUNCULA,URBANISMO,172/2014,03364490000101,AZERAM COMÉRCIO E SERVIÇOS LTDA ME,PREFEITURA,599490.81,211816.29,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-07-01T00:00:00.000,PRAZO EXPIRADO,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO ESTADUAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-10-01T00:00:00.000,Municipal,PORCIUNCULA,PREFEITURA PORCIUNCULA,DESPORTO E LAZER,173/2014,07956668000156,MARCO ANTONIO DA SILVA TEIXEIRA,PREFEITURA,336080.11,118770.28,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-07-01T00:00:00.000,PRAZO EXPIRADO,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO ESTADUAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-11-01T00:00:00.000,Municipal,ITABORAI,FUNDO MUN SAUDE ITABORAI,SAÚDE,02/2015,12978081000188,CONSTRUTORA E PAISAGISMO FORTE DE ITABORAÍ,FUNDO,966461.01,1113603.11,ACIMA DE 2 ANOS,OUTRO,2015-04-01T00:00:00.000,PRAZO EXPIRADO,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",CONVÊNIO FEDERAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-11-01T00:00:00.000,Municipal,ITABORAI,FUNDO MUN SAUDE ITABORAI,SAÚDE,001/2015,12978081000188,CONSTRUTORA E PAISAGISMO FORTE DE ITABORAI,FUNDO,941066.9,612308.87,ACIMA DE 2 ANOS,OUTRO,2015-04-01T00:00:00.000,PRAZO EXPIRADO,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",CONVÊNIO FEDERAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-05-01T00:00:00.000,Municipal,ITABORAI,FUNDO MUN SAUDE ITABORAI,SAÚDE,009/2015,29416658000160,KF ENGENHARIA,FUNDO,966597.96,407229.07,ACIMA DE 2 ANOS,CONTINGENCIAMENTO DE RECURSOS PRÓPRIOS,2015-01-01T00:00:00.000,PRAZO EXPIRADO,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",CONVÊNIO FEDERAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-10-01T00:00:00.000,Municipal,ITABORAI,FUNDO MUN SAUDE ITABORAI,SAÚDE,002/2016,31000797000150,J. OLIVEIRA PRATES - ME,FUNDO,870747.93,146359.55,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2016-05-01T00:00:00.000,PRAZO EXPIRADO,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",CONVÊNIO FEDERAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-09-01T00:00:00.000,Municipal,ITABORAI,FUNDO MUN SAUDE ITABORAI,SAÚDE,10/2015,31000797000150,J. OlIVEIRA PRATES-ME,FUNDO,150621.06,39608.76,ACIMA DE 2 ANOS,DESCUMPRIMENTO DE ESPECIFICAÇÕES TÉCNICAS E PRAZOS,2015-09-01T00:00:00.000,PRAZO EXPIRADO,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",CONVÊNIO FEDERAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-02-01T00:00:00.000,Municipal,NITEROI,EMPRESA INFRA E OBRAS DE NITEROI - ION,CULTURA,49/2015,05926726000173,"MÓDULO ENGENHARIA, CONSULTORIA E GERÊNCIA PREDIAL LTDA",EMPRESA PÚBLICA,471000.0,228855.0,ACIMA DE 2 ANOS,OUTRO,2016-01-01T00:00:00.000,VIGENTE,INFRAESTRUTURA TURÍSTICA,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-07-01T00:00:00.000,Municipal,PORCIUNCULA,PREFEITURA PORCIUNCULA,DESPORTO E LAZER,174/2014,03364490000101,AZERAN COMÉRCIO E SERVIÇOS LTDA - ME,PREFEITURA,206839.33,62851.77,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-07-01T00:00:00.000,PRAZO EXPIRADO,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO ESTADUAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-07-01T00:00:00.000,Municipal,SILVA JARDIM,PREFEITURA SILVA JARDIM,EDUCAÇÃO,27/2015,02116967000169,FAXTER ENGENHARIA LTDA,PREFEITURA,553031.87,130322.97,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2015-05-01T00:00:00.000,RESCINDIDO,EDUCAÇÃO – QUADRAS EM UNIDADES DE ENSINO,CONVÊNIO FEDERAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-03-01T00:00:00.000,Municipal,LAJE DO MURIAE,PREFEITURA LAJE DO MURIAE,ADMINISTRAÇÃO,045/2014,08468000000122,Souza e Peres Comércio e Representações Ltda-EPP,PREFEITURA,1228424.15,368527.23,ACIMA DE 2 ANOS,"REPASSE DE CONVÊNIOS - ATRASO, REPASSE DE CONVÊNIOS - SUSPENSÃO",2014-07-01T00:00:00.000,PRAZO EXPIRADO,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,CONVÊNIO ESTADUAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-09-01T00:00:00.000,Municipal,CACHOEIRAS DE MACACU,PREFEITURA CACHOEIRAS DE MACACU,URBANISMO,015/2015,29561834000158,SILTHUR CONSTRUTORA LTDA,PREFEITURA,693413.06,359679.25,ACIMA DE 2 ANOS,CONTINGENCIAMENTO DE RECURSOS PRÓPRIOS,2015-05-01T00:00:00.000,RESCINDIDO,INFRAESTRUTURA URBANA – URBANIZAÇÃO,CONVÊNIO FEDERAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-06-01T00:00:00.000,Municipal,SAO JOAO DE MERITI,PREFEITURA SAO JOAO DE MERITI,SANEAMENTO,007/2011,39110879000160,Emissão S.A.,PREFEITURA,75454470.98,22491827.2,ACIMA DE 2 ANOS,OUTRO,2011-10-01T00:00:00.000,RESCINDIDO,"ESGOTAMENTO SANITÁRIO – REDE COLETORA, ESTAÇÕES DE TRATAMENTO E SIMILARES",CONVÊNIO FEDERAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-10-01T00:00:00.000,Municipal,CACHOEIRAS DE MACACU,PREFEITURA CACHOEIRAS DE MACACU,ADMINISTRAÇÃO,020/2016,05631864000125,Hidrotécnica Engenharia LTDA,PREFEITURA,257411.31,198701.41,ACIMA DE 2 ANOS,OUTRO,2016-06-01T00:00:00.000,PRAZO EXPIRADO,EDUCAÇÃO – QUADRAS EM UNIDADES DE ENSINO,CONVÊNIO FEDERAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-06-01T00:00:00.000,Municipal,QUEIMADOS,PREFEITURA QUEIMADOS,ADMINISTRAÇÃO,45/14,01093429000133,RGI Empreendimentos Ltda,PREFEITURA,3583777.19,2388009.24,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-06-01T00:00:00.000,PRAZO EXPIRADO,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,CONVÊNIO ESTADUAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-08-01T00:00:00.000,Municipal,SAO GONCALO,PREFEITURA SÃO GONÇALO,URBANISMO,1010446-30,01992029000160,R.C VIEIRA ENGENHARIA LTDA,PREFEITURA,2290684.0,848815.24,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2015-07-01T00:00:00.000,VIGENTE,NI,OUTROS RECURSOS,NI,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-04-01T00:00:00.000,Municipal,QUEIMADOS,PREFEITURA QUEIMADOS,SAÚDE,095/15,11097584000181,Phippler do Brasil Comércio e Serviço Ltda ME,PREFEITURA,113383.54,51431.01,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2015-06-01T00:00:00.000,VIGENTE,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-05-01T00:00:00.000,Municipal,QUEIMADOS,PREFEITURA QUEIMADOS,EDUCAÇÃO,203/15,03611715000179,GranRio Engenharia Ltda,PREFEITURA,2953000.0,1310939.91,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2015-09-01T00:00:00.000,PRAZO EXPIRADO,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-01-01T00:00:00.000,Municipal,SANTO ANTONIO DE PADUA,PREFEITURA SANTO ANTONIO DE PADUA,URBANISMO,040/2014,86766631000131,NOVA SIGMA EMPREENDIMENTOS E CONSTRUÇÃO LTDA,PREFEITURA,4700800.69,1552263.09,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-04-01T00:00:00.000,VIGENTE,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO ESTADUAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-10-01T00:00:00.000,Municipal,CASIMIRO DE ABREU,PREFEITURA CASIMIRO DE ABREU,HABITAÇÃO,059/2016,05885789000129,MAZA COMERCIAL EIRELI,PREFEITURA,601372.74,62281.65,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2016-08-01T00:00:00.000,RESCINDIDO,NI,OUTROS RECURSOS,NI,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-10-01T00:00:00.000,Municipal,CARDOSO MOREIRA,PREFEITURA CARDOSO MOREIRA,DESPORTO E LAZER,116/2014,00920796000109,ART PONTO CONSTRUÇÃO CIVIL LTDA - ME,PREFEITURA,169065.98,68307.6,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-11-01T00:00:00.000,PRAZO EXPIRADO,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO ESTADUAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-10-01T00:00:00.000,Municipal,CARDOSO MOREIRA,FUNDO MUN EDUCAÇÃO CARDOSO MOREIRA,EDUCAÇÃO,113/2014,06049955000110,ARIES EMPREENDIMENTOS E SERVIÇOS LTDA - ME,FUNDO,344698.72,175866.31,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-06-01T00:00:00.000,PRAZO EXPIRADO,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",CONVÊNIO ESTADUAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2016,2016-10-01T00:00:00.000,Municipal,CARDOSO MOREIRA,PREFEITURA CARDOSO MOREIRA,DESPORTO E LAZER,099/2014,00920796000109,ART PONTO CONSTRUÇÃO CIVIL LTDA - ME,PREFEITURA,379664.89,193754.01,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-06-01T00:00:00.000,PRAZO EXPIRADO,INFRAESTRUTURA TURÍSTICA,CONVÊNIO ESTADUAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
